Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2022-07-11T04:00:00.000Z,3880.9399414062,3880.9399414062,3847.2199707031,3854.4299316406,3423480000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-12T04:00:00.000Z,3851.9499511719,3873.4099121094,3802.3601074219,3818.8000488281,3817210000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-13T04:00:00.000Z,3779.669921875,3829.4399414062,3759.0700683594,3801.7800292969,4109390000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-14T04:00:00.000Z,3763.9899902344,3796.4099121094,3721.5600585938,3790.3798828125,4199690000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-15T04:00:00.000Z,3818.0,3863.6201171875,3817.1799316406,3863.1599121094,4143800000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-18T04:00:00.000Z,3883.7900390625,3902.4399414062,3818.6298828125,3830.8500976562,4046870000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-19T04:00:00.000Z,3860.7299804688,3939.8100585938,3860.7299804688,3936.6899414062,4041070000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-20T04:00:00.000Z,3935.3200683594,3974.1298828125,3922.0300292969,3959.8999023438,4185300000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-21T04:00:00.000Z,3955.4699707031,3999.2900390625,3927.6398925781,3998.9499511719,4132790000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-22T04:00:00.000Z,3998.4299316406,4012.4399414062,3938.8601074219,3961.6298828125,3979240000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-25T04:00:00.000Z,3965.7199707031,3975.3000488281,3943.4599609375,3966.8400878906,3568340000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-26T04:00:00.000Z,3953.2199707031,3953.2199707031,3910.7399902344,3921.0500488281,3778950000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-27T04:00:00.000Z,3951.4299316406,4039.5600585938,3951.4299316406,4023.6101074219,4112180000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-28T04:00:00.000Z,4026.1298828125,4078.9499511719,3992.9699707031,4072.4299316406,4413000000,0.0,0.0,^GSPC,NA,NA,NA
2022-07-29T04:00:00.000Z,4087.330078125,4140.1499023438,4079.2199707031,4130.2900390625,4616360000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-01T04:00:00.000Z,4112.3798828125,4144.9501953125,4096.0200195312,4118.6298828125,4202810000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-02T04:00:00.000Z,4104.2099609375,4140.4702148438,4079.8100585938,4091.1899414062,4727710000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-03T04:00:00.000Z,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4351760000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-04T04:00:00.000Z,4154.8500976562,4161.2900390625,4135.419921875,4151.9399414062,4283320000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-05T04:00:00.000Z,4115.8701171875,4151.580078125,4107.3100585938,4145.1899414062,4085940000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-08T04:00:00.000Z,4155.9301757812,4186.6201171875,4128.9702148438,4140.0600585938,4221090000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-09T04:00:00.000Z,4133.1098632812,4137.2998046875,4112.08984375,4122.4702148438,3913090000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-10T04:00:00.000Z,4181.0200195312,4211.0297851562,4177.259765625,4210.240234375,4546010000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-11T04:00:00.000Z,4227.3999023438,4257.91015625,4201.41015625,4207.2700195312,4630200000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-12T04:00:00.000Z,4225.0200195312,4280.4702148438,4219.7797851562,4280.1499023438,3788010000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-15T04:00:00.000Z,4269.3701171875,4301.7900390625,4256.8999023438,4297.1401367188,3696830000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-16T04:00:00.000Z,4290.4599609375,4325.2797851562,4277.7700195312,4305.2001953125,4329820000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-17T04:00:00.000Z,4280.3999023438,4302.1801757812,4253.080078125,4274.0400390625,3885030000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-18T04:00:00.000Z,4273.1298828125,4292.5297851562,4261.9799804688,4283.740234375,3340330000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-19T04:00:00.000Z,4266.3100585938,4266.3100585938,4218.7001953125,4228.4799804688,3761340000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-22T04:00:00.000Z,4195.080078125,4195.080078125,4129.8598632812,4137.990234375,3907430000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-23T04:00:00.000Z,4133.08984375,4159.7700195312,4124.0297851562,4128.7299804688,3823520000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-24T04:00:00.000Z,4126.5498046875,4156.5600585938,4119.9702148438,4140.7700195312,3583630000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-25T04:00:00.000Z,4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,3566870000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-26T04:00:00.000Z,4198.740234375,4203.0400390625,4057.6599121094,4057.6599121094,3832750000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-29T04:00:00.000Z,4034.580078125,4062.9899902344,4017.419921875,4030.6101074219,3396510000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-30T04:00:00.000Z,4041.25,4044.9799804688,3965.2099609375,3986.1599121094,3835860000,0.0,0.0,^GSPC,NA,NA,NA
2022-08-31T04:00:00.000Z,4000.669921875,4015.3701171875,3954.5300292969,3955.0,4542490000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-01T04:00:00.000Z,3936.7299804688,3970.2299804688,3903.6499023438,3966.8500976562,4152250000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-02T04:00:00.000Z,3994.6599121094,4018.4299316406,3906.2099609375,3924.2600097656,3665850000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-06T04:00:00.000Z,3930.8898925781,3942.5500488281,3886.75,3908.1899414062,4127340000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-07T04:00:00.000Z,3909.4299316406,3987.8898925781,3906.0300292969,3979.8701171875,3890320000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-08T04:00:00.000Z,3959.9399414062,4010.5,3944.8100585938,4006.1799316406,3966850000,0.0,0.0,^GSPC,NA,NA,NA
2022-09-09T04:00:00.000Z,4022.9399414062,4076.8100585938,4022.9399414062,4067.3601074219,3901940000,0.0,0.0,^GSPC,NA,NA,NA
